analysisengin, uima, provid, return, licens, apach, distribut, file, asf, softwar, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
function, argument, singl, null, null, null, null, null, null, null, 
lockfactori, lock, process, debugg, instanc, ramdirectori, crazi, singl, didn, certain, 
reus, licens, distribut, file, apach, asf, softwar, mai, see, agreement, 
multitermqueri, enumer, multitermquery#getrewritemethod, filteredtermsenum, semant, term, visit, preserv, javadoc, subclass, 
immut, anymor, token, clone, tokenstream, singl, contain, need, licens, distribut, 
preload, nextcel, celliter, singleton, cell, intern, instanc, licens, distribut, file, 
multi, valu, wrap, numericdocvalu, singl, expos, view, want, bit, type, 
multi, valu, sorteddocvalu, cast, singl, view, exce, max_valu, nextord, ok, 
lockwaittimeout, millisecond, forev, sleepinglockfactori, lock, retri, wait, directori, pollinterv, wrap, 
offlinesort, heap, awai, slice, abstract, whether, iter, arrai, sort, simpl, 
offlinesort, heap, awai, abstract, whether, arrai, simpl, ar, licens, distribut, 
slop, doug, cut, phrase, faq, textpars, slopquerynod, ~2, proxim, queri, 
slopquerynod, querytreebuilder#query_tree_builder_tagid, slop, child, builder, basic, appli, defin, object, read, 
asin, nan, fdlibm, valu, sine, angl, 01, 1e, tabl, sin, 
pp, repetit, repeat, group, phraseposit, exhaust, advanc, collis, doc, ps, 
50m, mockdirectorywrapp, elsewher, easier, hang, tini, idea, like, window, act, 
checkintegr, front, reader, entir, alreadi, codecread, view, filtercodecread, slow, slowli, 
ensureopen, affect, perform, leafread, realli, uncach, wrapper, reader, dv, don, 
term, slowfuzzyqueri, edit, minimumsimilar, defaultmaxexpans, distanc, fuzzi, queri, prefixlength, similar, 
distanc, levenshtein, edit, greater, maxedit, similar, enumer, target, fuzzi, term, 
open, testthreadinterruptdeadlock, didnt, leak, chanc, successfulli, give, take, throw, find, 
delai, wrap, deleg, intent, indexoutput, framework, doesnt, byte, indexinput, time, 
bit, expon, zero, float, 0%, jvm, 7%, anywher, smallest, largest, 
smartchineseanalyz, stopword, chines, punctuat, unmodifi, list, outer, default, word, text, 
smartchinesesentencetokenizerfactori, sentencetoken, hmmchinesetokenizerfactori, smartchineseanalyz, factori, instead, experiment, new, creat, licens, 
smartchines, wordtokenfilt, hmmchinesetokenizerfactori, stopfilterfactori, worddelimiterfilt, smartchineseanalyz, concaten, punctuat, emit, via, 
snapshot, indexcommit, commit, indexdeletionpolici, held, wrap, releas, snapshotcommitpoint, delet, persist, 
stemmer, tartaru, ext, snowbal, stem, name, org, englishstemm, avail, keywordattribute#iskeyword, 
snowballporterfilterfactori, class=, solr, language=, protectedkeyword, protected=, analyzer&gt, snowballfilt, recommend, english, 
printf, line_count, ch, ==, %3d, length, %4d, current, replac, inspect, 
synonym, =&gt, foo, map, explicit, comment, line, baz, bar, ignor, 
analyz, stopword, stop, kurdish, set, word, stem, default, tokenstreamcompon, setkeywordmarkerfilt, 
soraninorm, orthographi, tokenfilt, appli, normal, licens, distribut, file, apach, asf, 
soraninormalizationfilterfactori, class=, solr, text_ckbnorm, soraninormalizationfilt, analyzer&gt, standardtokenizerfactori, positionincrementgap=, fieldtype&gt, textfield, 
altern, convert, 0647, form, sorani, buffer, normal, input, 0064, harakat, 
setkeywordmarkerfilt, soranistemm, tokenfilt, sorani, stem, keywordattribut, prevent, custom, tokenstream, appli, 
soranistemfilterfactori, class=, solr, text_ckbstem, soraninormalizationfilterfactori, analyzer&gt, standardtokenizerfactori, filter, positionincrementgap=, fieldtype&gt, 
singular, indefinit, ezaf, plural, sorani, buffer, demonstr, input, definit, postposit, 
pointcut, junit, suit, assumpt, definit, failur, trigger, assum, error, load, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
sort, criteria, sortfield, valu, tie, indexsearcher#search, field, term, document, float, 
sort, valu, sortfield, type, front, revers, field, compar, natur, fieldcomparatorsourc, 
sort, expressionrescor, docid, rescor, wouldn, explain, scoredoc, ascend, ask, accord, 
countri, random, random_str, int, defin, sort, seed, appropri, default, field, 
ordin, kei, valu, uniqu, sorteddocvalu, dens, found, document, insertionpoint, return, 
name, sort, docvalu, hello, bytesref, field, sorteddocvaluesfield, storedfield, store, byte, 
termsenum, hmm, sorteddocvalu, provid, extra, lookup, avoid, wrap, todo, implement, 
ord, flush, pend, 2size, uniqu, ordmap, ram, deref, int, rehash, 
payload, ascend, decod, sort, context, wrapper, bytesref, +weight, bytesref#getutf8sortedasunicodecompar, cost, 
state, basicoper, decr, treemap, hold, n^2, count, op, set, plu, 
document, long#compar, retriev, valu, count, long, specifi, current, constructor, invoc, 
sortednumericdocvaluesfield, name, numericutil, valu, 64, 14l, 3f, add, sort, docvalu, 
valu, doc, hole, pend, currentdoc, fill, pendingcount, flush, valuecount, per, 
sortednumericdocvalu, valu, select, miss, selector, view, wrap, multi, median, singl, 
sort, revers, valu, type, selector, sortednumericdocvalu, select, field, natur, minimum, 
ordin, kei, valu, document, uniqu, sorteddocvalu, dens, found, return, insertionpoint, 
ord, segord, println, seg, system, ord=, facet, count, ordinalmap, getglobalord, 
label, sortedsetdocvalu, dimens, facet, fieldtyp, via, index, everi, sole, constructor, 
sortedsetdocvaluesfield, name, bytesref, new, docvalu, hello, field, storedfield, add, document, 
dimens, ordrang, taxonomi, flat, inclus, hierarchi, facet, label, map, manag, 
termsenum, hmm, sortedsetdocvalu, provid, extra, lookup, avoid, wrap, todo, implement, 
ord, doc, termid, flush, valu, reusabl, uniqu, per, hole, id, 
sortedsetselector, techniqu, valu, sortedsetdocvalu, functionvalu, select, multi, field, retriev, repres, 
ord, exact, li, match, rang, adjac, view, getvaluecount, cell, rangetreedocvaluesformat, 
middl, sortedsetdocvalu, select, valu, selector, ordin, wrap, chosen, set, two, 
sort, selector, revers, select, valu, sortedsetselector, sortedsetdocvalu, natur, set, field, 
sort, id, permut, identifi, doc, index, document, map, sorter, return, 
reus, sure, sortedread, make, shuffl, unsort, nextdoc, index, test, norm, 
sort, reader, ask, leafread, accessor, wrap, offset, timsort, writer, pkg, 
numeric_dv_field, sort, integ, id, sorter, index, super, comput, wa, also, 
sort, segment, idempot, merg, polici, order, mergepolici, reader, sort#indexord, given, 
parenthesi, deprec, overridden, warn, wrap, whitelist, queri, boost, counterpart, boostqueri, 
spanqueri, javadoc, build, base, class, licens, distribut, file, apach, asf, 
post, span, postingsenum, posit, drive, collect, move, leav, interfac, indic, 
extract, term, licens, distribut, file, apach, asf, softwar, mai, see, 
span, spancontainingqueri, contain, match, boost, payload, keep, construct, anoth, ha, 
spanfirstqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
span, spanpositionrangequeri, spanfirstqueri, near, end, match, begin, extens, whose, boundari, 
gradientformatt, tag, bgcolor, mozilla, text, font, sb, color, try, intens, 
rewrit, queri, spanwildcard, spanqueri, spanmultitermquerywrapp, occur#should, method, wrap, rewritemethod, claus, 
spannearqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
subqueri, spannearqueri, spanorqueri, weight, spanqueri, hashabl, ad, getterm, correspond, spantermqueri, 
spanpayloadcheckqueri, payloadtomatch, payload, match, spanqueri, span, underli, util, java, list, 
claus, span, unmatch, order, builder, match, slop, interven, field, spannearqueri, 
spannotqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
exclud, span, spanqueri, overlap, spannotqueri, match, posit, exclus, doc, within, 
spanorqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
claus, span, bypositionqueu, match, astwophaseiter, approxim, disjunctionscor, nextstartposit, posit, sub, 
booleanquerynod, spanorqueri, child, builder, node, assum, valid, least, instanc, ha, 
spanorqueri, builder, analyz, text, licens, distribut, file, apach, asf, softwar, 
payloadspancollector, span, payloadtomatch, payload, match, spanqueri, pull, weight, underli, util, 
spanqueri, match, reject, posit, spans#nextdoc, span, spot, whether, iff, base, 
prepopul, licens, distribut, file, apach, asf, softwar, mai, see, agreement, 
posit, permit, li, spanfirstqueri, end, start, deriv, match, minimum, optim, 
spanweight, termcontext, queri, needsscor, construct, map, build, intern, base, indexsearch, 
spanqueri, interfac, retriev, licens, distribut, file, apach, asf, softwar, mai, 
spanquerybuild, factori, licens, distribut, file, apach, asf, softwar, mai, see, 
spantermqueri, builder, licens, distribut, file, apach, asf, softwar, mai, see, 
term, spantermqueri, span, phrasequeri, termpositionscost, match, termsenum, cost, avail, posit, 
fieldquerynod, spantermqueri, builder, object, creat, licens, distribut, file, apach, asf, 
assert, make, spannearqueri, new, span, spannotqueri, spanorqueri, spancontainingqueri, debugg, provid, 
termcontext, span, context, weight, leafreadercontext, ioexcept, error, requiredpost, simweight, simscor, 
span, spanwithinqueri, match, insid, boost, payload, within, keep, construct, anoth, 
analyz, stopword, stop, spanish, set, word, stem, default, tokenstreamcompon, setkeywordmarkerfilt, 
spanishlightstemm, tokenfilt, spanish, stem, keywordattribut, setkeywordmarkerfilt, prevent, custom, tokenstream, appli, 
spanishlightstemfilterfactori, class=, solr, text_eslgtstem, spanishlightstemfilt, analyzer&gt, lowercasefilterfactori, standardtokenizerfactori, filter, positionincrementgap=, 
disclaim, jacqu, follow, liabil, damag, holder, includ, stemmer, code, spanish, 
line, 210, r2, delet, 179, call, substr, liter, 106, 168, 
posit, startend, setfreqcurrentdoc, current, doc, call, return, increas, sloppi, span, 
configur, uniquefieldattribut, handler, alwai, field, config, null, return, empti, doe, 
tree, deleg, spanorquerynodebuild, fieldquerynod, booleanquerynod, everi, queri, instanc, span, builder, 
fieldquerynod, node, thrown, andquerynod, booleanquerynod, queri, processor, will, fine, anyth, 
bit, block, long, spars, 64, set, mod, 4096, sparsefixedbitset, i64, 
shape, distanc, corner, defaultdisterrpct, inflat, disterrpct, shrink, closest, fraction, mandatori, 
pars, spatial4j, ctx, 025, envelop, str, intersect, 22, mandatori, shape, 
expect, spatialoper, ctx, disjoint, arg, care, parser, depend, io, score, 
disterrpct, distanc, closest, corner, center, mean, alwai, time, result, licens, 
spatial, spatialstrategi, round, notion, configur, invalidshapeexcept, shape, abus, config, todo, 
distanc, spatial4j, strategi, shape, spatial, demo, spatialstrategi, comput, exampl, circl, 
spatialdocmak, score, queri, spatial, preparequeri, shapeconvert, constant, shape, assum, configur, 
answer, strategi, give, exact, result, can, limit, us, null, null, 
ogc, alia, meet, definit, shape, neutral, predic, geometri, deprec, boundari, 
cell, level, grid, former, spatial, shape, dist, maxlevel, detaillevel, byte, 
quad, geohash, chosen, spatialprefixtree#getlevelfordist, let, 1m, max, prefixtre, spatialprefixtre, default, 
optimize=tru, gone, prefixtre, plug, bad, prune, optim, todo, test, licens, 
shape, strategi, spatial, tenth, multipli, distanc, center, arg, support, queri, 
=================================================, 2mean, max, deviat, prefer, half, mean, 32%, standard, greater, 
sampledata, line, tab, stream, column, spatial4j, model, shape, consum, skip, 
inputstream, comment, helper, queri, execut, skip, close, get, class, test, 
spellcheck, spell, word, suggest, numsug, index, stringdist, suggestmod, directori, ioexcept, 
licens, distribut, file, apach, asf, softwar, mai, see, agreement, contributor, 
eof, inspir, prefixqueri, rewrit, prefix, match, queri, string, licens, distribut, 
srndqueri, surround, queri, weight, querypars, 2945, packag, necessari, append, overrid, 
test02boolean, grab, sampl, hash, equal, check, queri, licens, distribut, file, 
simpleterm, presenc, claus, term, simpl, singl, check, index, licens, distribut, 
quot, wildcard, match, queri, licens, distribut, file, apach, asf, softwar, 
stop, word, english, build, analyz, stopword, wordlistloader#getwordset, reader, length, tokenstream, 
standardbooleanquerynod, similarity#coord, booleanquerynod, coord, int, booleanqueri, behavior, enabl, indic, boolean, 
booleanquerynodebuild, booleanqueri, similarity#coord, coord, int, built, disabl, builder, consid, empti, 
segmentread, reader, old, segmentinfo, segment, >segmentread, try, incref, open, steal, 
niceti, grammar, extract, standardtoken, add, todo, new, normal, token, licens, 
standardfilterfactori, class=, solr, text_stndrd, analyzer&gt, standardfilt, standardtokenizerfactori, positionincrementgap=, fieldtype&gt, textfield, 
querytreebuild, querybuild, object, querynod, interfac, want, everi, build, queri, implement, 
kei, set, standardquerynodeprocessorpipelin, map, fieldconfig, default, standardqueryparser#getfieldsboost, resolut, boolean, field, 
standardquerytreebuild, assembl, standardsyntaxpars, pipelin, processor, tree, groupquerynodeprocessor, node, queri, design, 
queri, resolut, standardquerypars, field, set, default, phrase, expand, claus, map, 
tree, standardquerynodeprocessorpipelin, queri, querytreebuild, object, builder, node, process, defin, map, 
mod_non, claus, mod, modifierquerynod, modifi, querynod, conjqueri, queri, boost, firstqueri, 
regularexpress, id, lexic, liter, state, otherfilesgen#start, javacc, token, parser, constant, 
